timestep,node,infected,risky
0,216780271,0,0
0,8809972,0,0
0,216927741,0,0
0,205954558,0,0
0,11107841,0,0
0,210818574,0,0
0,113655312,0,0
0,208352792,0,0
0,10055195,1,1
0,224165408,0,0
0,208188965,0,0
0,208389674,0,0
0,229418539,0,0
0,9043499,0,0
0,208125485,0,0
0,182763054,0,0
0,58682932,0,0
0,225949237,0,0
0,209432118,0,0
0,206624315,0,0
0,195288637,0,0
0,206282306,0,0
0,223348295,0,0
0,211621454,0,0
0,2573903,0,0
0,216186447,0,0
0,199104094,0,0
0,41473632,0,0
0,34633322,0,0
0,211377778,0,0
0,104091252,0,0
0,70403712,0,0
0,233387655,0,0
0,179019412,0,0
0,183015093,0,0
0,198399671,0,0
0,9475768,0,0
0,187025081,0,0
0,9422523,0,0
0,17319611,0,0
0,219764412,0,0
0,4720318,0,0
0,204097214,1,0
0,227530431,0,0
0,188589763,0,0
0,209360581,0,0
0,32671432,0,0
0,50452172,0,0
0,74272472,0,0
0,161847002,0,0
0,62662372,0,0
0,9455335,0,0
0,217476844,0,0
0,211400429,0,0
0,10514162,0,0
0,10878718,0,0
0,189431560,0,0
0,28294922,0,0
0,6055703,0,0
0,177731352,0,0
0,202919711,0,0
0,221724454,0,0
0,204318533,0,0
0,31901512,0,0
0,1726285,0,0
0,221830992,0,0
0,72367952,0,0
0,13614935,0,1
0,11173720,0,0
0,224483168,0,0
0,221437801,0,0
0,186247021,0,0
0,190076793,0,0
0,183119747,0,0
0,5166997,0,0
0,211611544,0,0
0,110905242,0,0
0,5838751,0,1
0,198309808,0,0
0,214323124,0,0
0,13260727,0,0
0,137230272,0,0
0,238696387,0,0
0,192419782,0,0
0,216092618,0,0
0,45002702,0,0
0,206280668,1,0
0,237311969,0,0
0,187496418,0,0
0,8869875,0,0
0,226897907,0,0
0,196614133,0,0
0,195569654,0,0
0,217679870,0,0
0,228655199,1,0
0,210011139,0,0
0,213008387,0,0
0,13018119,0,0
0,30936082,0,0
0,26706942,0,0
0,227805212,0,0
0,172136492,0,0
0,205502516,0,0
0,206590005,0,0
0,149104712,0,0
0,3834957,0,0
0,53054542,0,0
0,53452882,0,0
0,21489751,0,0
0,93765722,0,0
0,184029284,0,0
0,100333672,0,0
0,14631019,0,0
0,202105967,0,0
0,97593462,0,0
0,10575998,0,0
0,4695167,0,0
0,48947332,0,0
0,224332940,0,0
0,188179597,0,0
0,106513552,0,0
0,7631008,0,0
0,189350049,0,0
0,197068964,0,0
0,188534952,0,0
0,185881770,0,0
0,7599276,0,0
0,155052242,0,0
0,185407708,0,0
0,205196518,0,0
0,207298792,0,0
0,208853225,0,0
0,190211306,0,0
0,185439469,0,0
0,178011382,0,0
0,197934327,0,0
0,66358532,0,0
0,201497860,0,0
0,9611536,0,0
0,207293721,0,0
0,11778333,0,0
0,20531501,0,0
0,198499631,0,1
0,207854895,0,0
0,195896627,0,0
0,190896444,0,0
0,205576520,0,0
0,16136521,1,0
0,184530249,0,0
0,213226825,0,0
0,229030228,0,0
0,205933914,0,0
0,223569254,0,0
0,199930215,0,0
0,227770731,0,0
0,182531437,0,0
0,194629997,0,0
0,150039922,0,0
0,206922099,0,0
0,73959802,0,0
0,7227770,0,0
0,185576827,0,0
0,189671808,0,0
0,83808642,0,0
0,214078851,0,0
0,190044564,1,0
0,203912599,0,0
0,13587871,0,0
0,218064297,0,0
0,144590252,0,0
0,12098992,0,0
0,25185712,0,0
0,185471408,0,0
0,227981745,0,0
0,182997429,0,0
0,61238712,0,0
0,6779322,0,0
0,198894011,0,0
0,101674432,1,0
0,59738562,0,0
0,14621123,0,0
0,219462083,0,0
0,230279623,0,0
0,123283912,0,0
0,213028297,0,0
0,183783884,0,0
0,220831181,0,0
0,28045782,0,0
0,192668123,0,0
0,12394991,0,0
0,211479025,0,0
0,215293429,0,0
0,201647608,0,0
0,202684920,0,0
0,189837818,0,0
0,198733304,0,0
0,229115387,0,0
0,14105085,0,0
0,63998462,0,0
0,14607883,0,0
0,186378767,0,0
0,59475472,0,0
0,57803282,0,0
0,8403475,0,0
0,9124374,0,0
0,220768796,0,0
0,14415392,0,0
0,218470947,0,0
0,182751789,0,0
0,29493812,0,0
0,161786432,0,0
0,214146636,0,0
0,216018514,0,0
0,10596950,0,0
0,73895512,0,0
0,15298141,0,0
0,191098462,0,0
0,183423583,0,0
0,196945510,0,0
0,179364462,0,0
0,176407152,0,0
0,199012976,0,0
0,186662514,0,0
0,195203706,0,0
0,108678782,1,0
0,199842432,0,0
0,9795205,0,0
0,9246344,0,0
0,413321,0,0
0,226206347,0,0
0,226058893,0,0
0,7964302,0,0
0,198394510,0,0
0,158069392,1,0
0,13379218,0,0
0,136264352,0,0
0,7984807,0,0
0,209843887,0,0
0,224808631,0,0
0,13533889,0,0
0,186137286,0,0
0,216963792,0,0
0,164229842,0,0
0,183381715,0,0
0,60613332,0,0
0,193563349,0,0
0,209378020,0,0
0,6595301,0,0
0,214482662,0,0
0,185874155,0,0
0,228677357,0,0
0,228848370,0,0
0,173228792,0,0
0,30753532,0,0
0,119562002,0,0
0,166085402,0,0
0,13815593,0,0
0,13125423,0,0
0,6841143,0,0
0,196792121,0,0
0,105594682,0,0
0,112175942,0,0
0,106022732,0,0
0,189613918,0,0
0,11114354,0,0
0,224506741,0,0
0,93868922,1,0
0,137821062,0,0
0,233754508,0,0
0,189397906,0,0
0,91021212,0,0
0,74011552,0,0
0,201161632,0,0
0,221735839,0,0
0,226111392,0,0
0,234595237,0,0
0,6042535,0,0
0,4128698,0,0
0,130952122,0,0
0,230694847,0,0
0,232869824,0,0
0,19658701,0,0
0,121615312,0,0
0,224399317,0,0
0,214844397,0,0
0,11901946,1,0
0,111622142,0,0
0,213745765,0,1
0,197928971,0,0
0,11863051,0,0
0,184231948,0,0
0,92069902,0,0
0,183847951,0,0
0,105281552,0,0
0,205708300,0,0
0,209074193,0,0
0,201314326,0,0
0,200526872,0,0
0,221789220,0,0
0,220484652,0,0
0,210934831,0,0
0,35074102,0,0
0,24446012,0,0
0,225240127,0,0
0,10261574,0,0
0,195158087,0,0
0,185909326,0,0
0,201390176,0,0
0,227700839,0,0
0,198396008,0,0
0,211709033,0,0
0,215523433,0,0
0,12896366,0,0
0,210080880,0,0
0,212933746,0,0
0,13985911,0,0
0,205305981,0,0
0,198097027,0,0
0,207006853,0,0
0,194290824,0,0
0,192364686,0,0
0,236261522,0,0
0,19452051,0,0
0,13724820,0,0
0,219048088,0,0
0,221314205,0,0
0,212623518,0,0
0,214769824,0,0
0,214184103,0,0
0,160278702,0,0
0,76402872,0,0
0,187749564,0,0
0,192229571,0,0
0,201336011,0,0
0,216459467,0,0
0,207762638,0,0
0,202656982,0,0
0,219747546,0,0
0,213445859,0,0
0,197731563,0,0
0,230942958,0,0
0,4801776,0,0
0,233679088,0,0
0,201454843,0,0
0,185489661,0,0
0,217228541,0,0
0,195435788,0,0
0,231331086,0,0
0,54215962,0,0
0,215840029,0,0
0,222348578,0,0
0,15519011,0,0
0,6770985,0,0
0,219288875,0,0
0,185565488,0,0
0,205993266,0,0
0,203314488,0,0
0,3914044,0,0
0,222831936,0,0
0,215738689,0,0
0,231313741,0,0
0,217865556,0,0
0,32741722,0,0
0,216750436,0,0
0,206096745,0,0
0,187174255,0,0
0,213405039,0,0
0,195523953,0,0
0,207502711,0,0
0,211053955,0,0
0,3190152,0,0
0,220850569,0,0
0,55696782,0,0
0,227473810,0,0
0,229691807,0,0
0,231316897,0,0
0,217723299,0,0
0,191112612,0,0
0,128294312,0,0
0,182121902,0,0
0,87567792,0,0
0,210754994,0,0
0,224243134,0,0
1,195657825,0,1
1,14670871,0,1
1,81247262,0,1
1,225795116,0,1
1,194923584,0,1
1,193256517,0,1
1,182873170,0,1
1,22535251,0,1
1,198233173,0,1
1,204655705,0,1
1,205233254,0,1
1,228998249,0,1
1,14486634,0,1
1,104160362,0,1
1,231320697,0,1
1,134601852,0,1
1,206261374,0,1
1,208813186,0,1
1,220028036,0,1
1,146791582,0,1
1,128674982,0,1
1,14687401,0,1
1,183528621,0,1
1,7670958,0,1
1,192867505,0,1
1,198548663,0,1
1,192404675,0,1
1,202566856,0,1
1,15359191,0,1
1,197901531,1,0
1,209775846,1,0
1,232746220,1,0
1,6515953,0,1
1,192863475,0,1
1,8813813,0,1
1,200043768,0,1
1,156626172,0,1
1,83381502,0,1
1,53566722,0,1
1,8346884,0,1
1,60857612,0,1
1,206843171,0,1
1,206400804,0,1
1,228125989,0,1
1,206900520,0,0
1,163802412,0,0
1,206286130,0,0
1,223333685,0,0
1,113528122,0,0
1,210058571,0,0
1,12266827,0,0
1,49724752,0,0
1,196386128,0,0
1,93060442,0,0
1,138128732,0,0
1,44903772,0,0
1,197541214,0,0
1,206159203,0,0
1,204184942,0,0
1,62106992,0,0
1,215952752,0,1
1,5655924,1,0
1,107126142,0,0
1,94461312,0,0
1,13962628,0,0
1,196271495,0,0
1,167296392,0,0
1,193752457,0,0
1,195390861,0,0
1,138382742,1,0
1,184704407,0,0
1,10026392,1,0
1,12258718,1,0
1,231812516,0,0
1,203836837,0,0
1,190672293,0,0
1,195145131,0,0
1,228625838,1,0
1,206179761,0,0
1,210931124,0,0
1,13991355,0,0
1,150289852,0,0
1,221838783,0,0
1,191765963,0,0
1,59162062,0,0
1,184999379,0,0
1,100343252,0,0
1,163565012,0,0
1,230837722,0,0
1,211840475,0,0
1,146451932,0,0
1,207023582,0,0
1,201948638,0,0
1,198385125,0,0
1,207908326,0,0
1,200695272,0,0
1,114757102,0,0
1,30854652,0,0
1,208625151,0,0
1,237567497,0,0
1,59264522,0,0
1,184626697,0,0
1,221998611,0,0
1,11247133,0,0
1,221191725,0,0
1,5652014,0,0
1,224386605,0,0
1,223055408,0,0
1,181292592,0,0
1,188857906,0,0
1,200625715,0,0
1,205270580,0,0
1,231054908,0,1
1,189718080,0,0
1,3612228,0,0
1,205233737,0,0
1,14229085,0,0
1,191233632,0,0
1,196669034,0,0
1,207240812,0,0
1,65072762,0,0
1,217714304,0,0
1,197598849,0,0
1,184012417,0,0
1,136097412,0,0
1,211086982,0,0
1,230669960,0,0
1,11808392,0,0
1,194875027,0,0
1,198385300,0,0
1,185790102,0,0
1,84201112,0,0
1,213073561,0,0
1,200498845,0,0
1,183799454,0,0
1,188649123,0,0
1,206835363,0,0
1,229519013,0,0
1,120147622,0,0
1,59465382,0,0
1,226393774,0,0
1,144256692,0,0
1,191159999,0,0
1,14225093,0,0
1,212623048,0,0
1,16019151,0,0
1,113798872,0,0
1,194338521,0,0
1,186187494,0,0
1,220225255,0,0
1,51490542,0,0
1,103288562,0,0
1,188567282,0,0
1,10743543,0,0
1,9219838,0,0
1,200052480,0,0
1,158002952,0,0
1,4353803,0,0
1,214241035,0,0
1,199499533,0,0
1,205913902,0,0
1,187273009,0,0
1,220843827,0,0
1,108670772,0,0
1,208174900,0,0
1,184991548,0,0
1,198205248,0,0
1,187256640,0,0
1,43712322,0,0
1,78520132,0,0
1,186904388,0,0
1,189685577,0,0
1,203468630,0,0
1,18943841,0,0
1,205496163,0,0
1,203730789,0,0
1,8785766,0,0
1,192229223,0,0
1,197234536,0,0
1,188100470,0,0
1,49397622,0,0
1,6057849,0,0
1,149172092,0,0
1,175300482,0,0
1,3436418,0,0
1,196095880,0,0
1,208965513,0,0
1,208015243,0,0
1,158465932,0,0
1,54914962,0,0
1,225509283,0,0
1,185409444,0,0
1,156270502,0,0
1,192032680,0,0
1,130158522,0,0
1,188190655,0,0
1,230285247,0,0
1,230969285,0,0
1,225226693,0,0
1,200548296,0,0
1,188530638,0,0
1,227524561,0,0
1,188010474,0,0
1,216489965,0,0
1,6758382,0,0
1,11149295,0,0
1,202424309,0,0
1,233426938,0,0
1,209453152,1,0
1,128991232,0,0
1,146040842,0,0
1,188194830,0,0
1,226779164,0,0
1,137420832,0,0
1,140965932,0,0
1,211365934,0,0
1,201822256,0,0
1,98742322,0,0
1,20238391,0,0
1,199290936,0,0
1,215619639,0,0
1,13547579,0,0
1,199602237,0,0
1,14532681,0,0
1,188297294,0,0
1,21563471,0,0
1,156086352,0,0
1,187254868,0,0
1,38506582,1,0
1,56997982,0,0
1,9105503,0,0
1,221423715,0,0
1,7485542,0,0
1,148211832,1,0
1,12505220,0,0
1,190939281,0,0
1,81924252,0,0
1,95860892,0,0
1,187639969,0,0
1,2179235,1,0
1,198066340,0,0
1,129122472,0,0
1,12925101,0,0
1,202119345,0,0
1,207370422,0,0
1,191758521,0,0
1,82284732,0,0
1,29532352,1,0
1,10758349,0,0
1,216723661,0,0
1,43573462,0,0
1,203055322,1,0
1,220555487,0,0
1,174031072,1,0
1,210137314,0,0
1,33155302,0,0
1,14051566,0,0
1,224954611,0,0
1,159654132,0,0
1,1962233,0,0
1,189401341,0,0
1,208840957,0,0
1,208066820,0,0
1,217663750,0,0
1,10066189,0,0
1,208083240,0,0
1,187572521,0,0
1,209099058,0,0
1,6961459,1,0
1,210807107,0,0
1,203192644,0,0
1,188348741,1,0
1,198117708,0,0
1,109089102,0,0
1,185532751,0,0
1,8921426,0,0
1,191512916,0,0
1,37118292,0,0
1,213901653,0,0
1,174057822,0,0
1,191220068,0,0
1,45298022,0,0
1,13678954,0,0
1,7559534,0,1
1,15284591,0,0
1,215179635,0,0
1,194742643,0,0
1,191621498,0,0
1,211190144,0,0
1,5173635,0,0
1,28608902,0,0
1,93983122,0,0
1,207499677,0,0
1,228370847,0,0
1,41855402,0,0
1,146112942,0,0
1,210649524,0,0
1,635319,0,0
1,13273531,0,0
1,5579198,0,0
1,220297664,0,0
1,8079808,0,0
1,71424452,0,0
1,150907332,0,0
1,6603223,0,0
1,208253400,0,0
1,10553819,0,0
1,229693920,0,0
1,209660386,0,0
1,190761456,0,0
1,130988532,0,0
1,205535742,0,0
1,13687304,1,0
1,226310667,0,0
1,64455192,0,0
1,226128410,0,0
1,207583772,0,0
1,32809502,0,0
1,224336417,0,0
1,195951151,0,0
1,125274672,0,0
1,53516852,0,0
1,211006026,0,0
1,233859668,0,0
1,110832222,1,0
1,137261662,0,0
1,195301990,0,0
1,212243049,1,0
1,179884652,0,0
1,227414637,0,0
1,222288505,0,0
1,212054650,0,0
1,177009282,0,0
1,209447556,0,0
1,229831302,0,0
1,85715592,0,0
1,13582987,0,0
1,11416204,0,0
1,184586892,0,0
1,200790668,0,0
1,8473236,0,0
1,201800343,0,0
1,33198752,0,0
1,121705122,1,0
1,195574437,0,0
1,4602540,0,0
1,57041582,0,0
1,181531312,0,0
1,183556787,0,0
1,9702068,0,0
1,44927672,0,0
1,228682424,0,0
1,223312572,0,0
1,196725445,0,0
1,58950342,1,0
1,207563463,0,0
1,12229328,1,0
1,109826772,0,0
1,195654361,0,0
1,9745115,0,1
1,13501170,0,0
1,161561332,0,0
1,205257465,0,0
1,137411322,0,0
1,33628922,0,0
1,207788795,0,0
1,203281152,0,0
1,227480320,0,0
1,209216260,0,0
1,12757769,0,0
1,99924752,0,0
1,40221462,0,0
1,213568281,0,0
1,200735518,0,0
1,223910698,0,0
1,41954092,0,0
1,212038445,1,1
1,198380339,0,0
1,6765365,0,0
1,11221820,0,0
1,149975872,0,0
1,226437965,0,0
1,222712658,0,0
1,9278294,0,0
1,223738717,0,0
1,223646557,0,0
1,47618912,1,0
1,216267622,0,0
1,210561896,0,0
1,227869544,0,0
1,10234731,0,0
1,207401844,0,0
1,131523452,1,0
1,192033663,0,0
1,119628682,0,0
1,98198412,0,0
1,189633429,0,0
1,216955806,0,0
1,33659822,0,0
1,202787758,0,0
1,13702065,0,0
1,216421300,0,0
1,233675700,0,0
1,14390209,0,0
1,190026711,0,0
1,229188569,0,0
1,208350173,0,0
1,51485662,0,0
1,229692381,0,0
1,4088809,0,0
1,38591482,0,0
1,208176128,0,0
1,140274692,0,0
1,193248264,1,0
1,91626512,1,0
1,198188049,0,0
1,111592472,0,0
1,190147610,0,0
1,213568542,1,0
1,204524586,0,0
1,7726130,0,0
1,3380276,1,0
1,205704257,0,0
1,154920002,0,0
1,14160964,0,0
1,124310602,0,0
1,81970252,0,0
1,206296158,0,0
1,9340001,0,0
1,126323812,0,0
1,185422955,0,0
1,184792175,0,0
1,201774191,0,0
1,10083446,0,0
1,72379512,0,0
1,100099192,0,0
1,59892862,0,0
1,221385858,0,0
1,215876742,0,0
1,216034438,1,0
1,205677713,0,0
1,198067348,0,0
1,83029142,0,0
1,183223448,0,0
1,192965786,0,0
1,49743012,0,0
1,13667508,1,0
1,229717183,0,0
1,183297218,0,0
1,207287492,0,0
1,209407174,1,0
1,45178062,0,0
1,213200089,0,0
1,81196252,0,0
1,185591004,0,0
1,189574367,1,0
1,35218662,1,0
1,212577516,0,0
1,58756332,0,0
1,5985520,0,0
1,195757297,0,0
1,235689203,0,0
1,82238712,0,0
1,218975482,0,0
1,103496962,0,0
1,152786182,0,0
1,46486792,0,0
1,220902665,0,0
1,225555724,0,0
1,115037452,0,0
1,207265038,0,0
1,161041682,0,0
1,191966482,0,0
1,220867862,0,0
1,3710232,0,0
1,188527897,0,0
1,190717209,0,0
1,182574366,0,0
1,205874466,0,0
1,53695782,0,0
1,190055719,0,0
1,10716469,0,0
1,43871542,0,0
1,188671296,0,0
1,221259073,0,0
1,212770120,0,0
1,218062154,0,0
1,58619242,0,0
1,28245362,0,0
1,14173571,0,0
1,211363204,0,0
1,11462026,0,0
1,202597783,0,0
1,207420826,0,0
1,3614107,0,0
1,212108700,0,0
1,11742625,0,0
1,197066151,0,0
1,35235252,0,0
1,9831878,0,0
1,8979910,0,0
1,10743245,0,0
1,140103122,0,0
1,96869842,0,0
1,113362402,0,0
1,9999847,0,0
